"unigram","bigram","freq"
"about","you",16
"and","feel",16
"and","let",16
"and","new",16
"and","others",16
"anything","else",16
"as","of",16
"at","our",16
"be","doing",16
"be","like",16
"because","its",16
"because","you",16
"before","he",16
"bit","more",16
"bunch","of",16
"by","this",16
"can","find",16
"can","make",16
"case","of",16
"children","to",16
"continues","to",16
"designed","to",16
"exactly","what",16
"figure","out",16
"first","i",16
"friend","and",16
"from","that",16
"get","in",16
"go","out",16
"good","for",16
"has","an",16
"has","never",16
"has","no",16
"he","does",16
"her","a",16
"his","family",16
"his","first",16
"home","i",16
"house","and",16
"how","can",16
"husband","and",16
"i","only",16
"i","realized",16
"if","a",16
"if","not",16
"in","every",16
"into","your",16
"is","good",16
"is","on",16
"is","our",16
"is","really",16
"it","at",16
"it","down",16
"it","might",16
"it","or",16
"it","should",16
"its","an",16
"last","few",16
"later","i",16
"leave","a",16
"life","of",16
"look","for",16
"love","with",16
"made","to",16
"made","with",16
"make","this",16
"matter","what",16
"me","so",16
"meaning","of",16
"means","that",16
"member","of",16
"most","important",16
"my","way",16
"need","for",16
"next","time",16
"not","an",16
"not","been",16
"not","for",16
"not","really",16
"of","each",16
"of","years",16
"oh","and",16
"on","all",16
"on","one",16
"on","saturday",16
"one","the",16
"only","thing",16
"or","more",16
"over","at",16
"power","of",16
"realized","that",16
"relationship","with",16
"returned","to",16
"said","they",16
"seems","like",16
"she","will",16
"so","she",16
"so","when",16
"some","other",16
"start","to",16
"subject","to",16
"such","an",16
"taking","a",16
"that","many",16
"that","no",16
"that","time",16
"thats","a",16
"the","actual",16
"the","boy",16
"the","british",16
"the","children",16
"the","heart",16
"the","job",16
"the","link",16
"the","ones",16
"the","subject",16
"the","university",16
"the","video",16
"the","weekend",16
"them","a",16
"them","for",16
"they","might",16
"this","new",16
"through","this",16
"to","continue",16
"to","finish",16
"to","pass",16
"to","post",16
"to","provide",16
"to","send",16
"to","support",16
"to","walk",16
"to","wear",16
"tons","of",16
"tries","to",16
"two","days",16
"understand","that",16
"university","of",16
"up","from",16
"upon","the",16
"was","too",16
"water","and",16
"ways","to",16
"what","are",16
"what","if",16
"will","go",16
"work","to",16
"world","is",16
"would","make",16
"yesterday","i",16
"york","city",16
"you","go",16
"you","that",16
"your","favorite",16
"youre","not",16
"youve","got",16
"a","fun",15
"a","giant",15
"a","hard",15
"a","regular",15
"also","the",15
"an","example",15
"and","can",15
"and","dont",15
"and","find",15
"and","from",15
"and","go",15
"and","went",15
"are","now",15
"around","a",15
"as","possible",15
"asked","me",15
"at","his",15
"at","work",15
"back","from",15
"back","into",15
"be","too",15
"begin","to",15
"beginning","to",15
"but","dont",15
"but","thats",15
"by","my",15
"came","back",15
"come","out",15
"create","a",15
"days","and",15
"days","i",15
"director","of",15
"do","anything",15
"do","something",15
"do","what",15
"down","on",15
"enjoy","the",15
"excited","to",15
"fact","i",15
"far","more",15
"few","things",15
"find","that",15
"find","the",15
"for","its",15
"found","in",15
"give","up",15
"had","never",15
"has","had",15
"he","doesnt",15
"health","care",15
"her","life",15
"heres","the",15
"him","in",15
"his","life",15
"home","from",15
"how","she",15
"i","chose",15
"i","finally",15
"i","suppose",15
"i","wrote",15
"if","my",15
"im","still",15
"in","general",15
"in","i",15
"in","many",15
"in","mind",15
"in","south",15
"in","time",15
"including","the",15
"into","this",15
"is","actually",15
"is","another",15
"is","like",15
"is","nothing",15
"is","too",15
"is","why",15
"it","seemed",15
"its","also",15
"just","because",15
"just","that",15
"keep","the",15
"know","if",15
"know","why",15
"like","me",15
"listening","to",15
"looked","like",15
"los","angeles",15
"love","of",15
"love","that",15
"many","people",15
"many","times",15
"me","by",15
"me","know",15
"me","with",15
"more","like",15
"need","a",15
"no","i",15
"now","im",15
"of","art",15
"of","having",15
"on","some",15
"on","tuesday",15
"once","a",15
"one","in",15
"one","to",15
"one","was",15
"out","i",15
"pair","of",15
"problem","is",15
"reading","the",15
"result","of",15
"said","we",15
"should","i",15
"since","it",15
"south","africa",15
"state","of",15
"still","in",15
"takes","a",15
"th","century",15
"that","even",15
"that","for",15
"that","their",15
"the","age",15
"the","band",15
"the","base",15
"the","board",15
"the","boys",15
"the","cake",15
"the","course",15
"the","doctor",15
"the","hard",15
"the","high",15
"the","others",15
"the","possibility",15
"the","situation",15
"the","white",15
"the","worst",15
"them","that",15
"there","i",15
"theres","no",15
"these","things",15
"these","two",15
"they","could",15
"they","want",15
"things","are",15
"think","this",15
"time","on",15
"times","i",15
"to","begin",15
"to","being",15
"to","call",15
"to","join",15
"to","protect",15
"today","is",15
"too","many",15
"unable","to",15
"very","well",15
"was","born",15
"way","it",15
"well","with",15
"where","we",15
"who","can",15
"will","come",15
"will","continue",15
"will","do",15
"with","these",15
"with","what",15
"wonder","if",15
"working","with",15
"years","in",15
"you","havent",15
"you","really",15
"you","so",15
"a","bunch",14
"a","car",14
"a","family",14
"a","heart",14
"a","high",14
"a","local",14
"a","lovely",14
"a","moment",14
"always","be",14
"always","been",14
"always","the",14
"an","email",14
"an","idea",14
"and","enjoy",14
"and","getting",14
"and","here",14
"and","ill",14
"and","say",14
"and","see",14
"and","thought",14
"and","why",14
"are","looking",14
"are","my",14
"are","very",14
"associated","with",14
"at","it",14
"at","night",14
"aware","of",14
"be","very",14
"because","we",14
"been","the",14
"before","it",14
"best","of",14
"bit","and",14
"blog","and",14
"can","i",14
"care","for",14
"children","and",14
"click","on",14
"continued","to",14
"control","of",14
"cost","of",14
"could","get",14
"country","and",14
"course","i",14
"did","the",14
"didnt","even",14
"down","with",14
"even","when",14
"expected","to",14
"fan","of",14
"five","years",14
"for","not",14
"from","you",14
"get","some",14
"give","me",14
"go","with",14
"god","and",14
"god","is",14
"goes","on",14
"good","thing",14
"got","home",14
"had","just",14
"havent","been",14
"he","loves",14
"her","she",14
"him","he",14
"his","father",14
"his","wife",14
"hit","the",14
"i","keep",14
"i","make",14
"i","take",14
"if","its",14
"in","those",14
"in","two",14
"inspired","by",14
"is","being",14
"is","great",14
"is","i",14
"is","probably",14
"isnt","a",14
"it","again",14
"it","came",14
"it","didnt",14
"it","she",14
"it","that",14
"it","when",14
"its","all",14
"ive","had",14
"just","have",14
"know","you",14
"light","and",14
"little","girl",14
"lot","more",14
"love","my",14
"love","you",14
"made","for",14
"made","in",14
"making","it",14
"me","is",14
"me","was",14
"more","to",14
"much","fun",14
"much","to",14
"my","little",14
"my","sister",14
"myself","to",14
"name","is",14
"never","be",14
"new","years",14
"night","and",14
"no","doubt",14
"not","exactly",14
"not","know",14
"noticed","that",14
"now","to",14
"now","we",14
"of","jesus",14
"on","facebook",14
"on","sunday",14
"only","be",14
"only","have",14
"or","at",14
"or","in",14
"our","first",14
"outside","the",14
"post","on",14
"process","of",14
"put","in",14
"read","a",14
"reason","i",14
"remember","the",14
"reminded","me",14
"s","and",14
"said","in",14
"sat","down",14
"saw","a",14
"saying","that",14
"share","a",14
"six","months",14
"so","my",14
"some","reason",14
"something","about",14
"story","is",14
"surrounded","by",14
"than","it",14
"that","may",14
"that","means",14
"that","some",14
"thats","how",14
"the","bible",14
"the","community",14
"the","concept",14
"the","event",14
"the","federal",14
"the","four",14
"the","holy",14
"the","long",14
"the","market",14
"the","matter",14
"the","red",14
"the","sea",14
"the","small",14
"the","song",14
"the","summer",14
"the","system",14
"the","title",14
"the","use",14
"the","worlds",14
"the","wrong",14
"the","young",14
"them","on",14
"them","the",14
"then","a",14
"they","get",14
"they","may",14
"they","need",14
"things","in",14
"think","its",14
"this","for",14
"this","in",14
"thought","about",14
"time","they",14
"to","allow",14
"to","build",14
"to","cut",14
"to","end",14
"to","fill",14
"to","god",14
"to","improve",14
"to","prevent",14
"to","prove",14
"to","set",14
"to","sit",14
"to","sleep",14
"up","as",14
"us","a",14
"used","a",14
"very","much",14
"very","very",14
"was","looking",14
"was","more",14
"was","something",14
"watch","the",14
"we","didnt",14
"we","made",14
"went","on",14
"were","very",14
"what","im",14
"when","youre",14
"will","see",14
"working","in",14
"would","you",14
"you","ever",14
"your","heart",14
"a","baby",13
"a","fan",13
"a","fine",13
"a","gift",13
"a","girl",13
"a","guy",13
"a","million",13
"a","mistake",13
"a","movie",13
"a","perfect",13
"a","photo",13
"a","positive",13
"a","simple",13
"a","statement",13
"about","our",13
"all","it",13
"alone","in",13
"although","the",13
"and","after",13
"and","am",13
"and","by",13
"and","decided",13
"and","found",13
"and","may",13
"and","never",13
"and","people",13
"and","since",13
"and","therefore",13
"and","white",13
"anything","to",13
"appear","to",13
"are","at",13
"are","made",13
"as","being",13
"as","for",13
"as","his",13
"as","their",13
"aside","from",13
"ask","for",13
"at","some",13
"be","that",13
"become","the",13
"before","they",13
"being","able",13
"best","way",13
"both","the",13
"but","ive",13
"but","sometimes",13
"but","still",13
"buy","a",13
"by","his",13
"by","their",13
"call","it",13
"came","from",13
"cannot","be",13
"care","about",13
"choose","to",13
"combination","of",13
"cut","the",13
"day","to",13
"decided","that",13
"decision","to",13
"desire","to",13
"didnt","get",13
"doesnt","mean",13
"doing","it",13
"doing","this",13
"dont","really",13
"early","in",13
"edge","of",13
"enter","the",13
"face","of",13
"feel","that",13
"feels","like",13
"few","more",13
"focused","on",13
"followed","by",13
"following","the",13
"for","instance",13
"for","many",13
"for","so",13
"for","something",13
"free","to",13
"from","to",13
"fun","and",13
"getting","a",13
"go","through",13
"guess","i",13
"had","some",13
"happens","to",13
"hard","time",13
"has","made",13
"have","ever",13
"have","my",13
"have","one",13
"have","seen",13
"have","taken",13
"have","tried",13
"he","knew",13
"he","wanted",13
"head","and",13
"her","head",13
"him","that",13
"him","the",13
"how","we",13
"i","ever",13
"i","gave",13
"i","look",13
"i","ran",13
"if","anyone",13
"if","im",13
"important","to",13
"in","between",13
"in","both",13
"in","europe",13
"is","important",13
"is","pretty",13
"is","such",13
"it","goes",13
"it","turns",13
"its","because",13
"its","really",13
"ive","always",13
"just","so",13
"know","its",13
"last","years",13
"lead","to",13
"like","an",13
"link","to",13
"list","of",13
"make","them",13
"make","you",13
"many","other",13
"maybe","its",13
"me","at",13
"me","feel",13
"minutes","of",13
"mix","of",13
"months","of",13
"more","in",13
"more","time",13
"much","for",13
"much","money",13
"music","and",13
"my","brother",13
"my","children",13
"my","day",13
"my","father",13
"my","son",13
"never","heard",13
"not","all",13
"of","good",13
"of","music",13
"of","two",13
"of","women",13
"on","me",13
"on","thursday",13
"on","twitter",13
"one","another",13
"or","that",13
"out","at",13
"out","by",13
"out","how",13
"out","my",13
"over","it",13
"people","have",13
"people","of",13
"place","for",13
"planning","to",13
"play","with",13
"problem","with",13
"put","a",13
"read","and",13
"read","this",13
"reading","this",13
"realize","that",13
"reason","for",13
"regardless","of",13
"remember","to",13
"return","to",13
"room","and",13
"saw","the",13
"says","that",13
"seems","that",13
"seen","the",13
"share","with",13
"she","does",13
"so","excited",13
"so","there",13
"so","well",13
"sometimes","i",13
"son","of",13
"speaking","of",13
